,"总股本
[单位] 亿股",
时间,基本面50,上证50
2014-1-14,22357.3771,15377.9402
2014-1-15,22361.4002,15381.9632
2014-1-16,22361.4002,15381.9632
2014-1-17,22361.4002,15381.9632
2014-1-20,22361.4002,15381.9632
2014-1-21,22361.4002,15381.9632
2014-1-22,22361.4002,15381.9632
2014-1-23,22361.4002,15381.9632
2014-1-24,22361.4002,15381.9632
2014-1-27,22361.4002,15402.2064
2014-1-28,22361.4002,15402.2064
2014-1-29,22361.4002,15402.2064
2014-1-30,22361.4002,15402.2064
2014-2-7,22361.4002,15402.2064
2014-2-10,22361.4002,15402.2064
2014-2-11,22361.4002,15402.2064
2014-2-12,22361.4002,15402.2064
2014-2-13,22361.4002,15402.2065
2014-2-14,22361.4002,15402.2065
2014-2-17,22361.4002,15402.2065
2014-2-18,22361.4002,15402.2065
2014-2-19,22361.4002,15402.2065
2014-2-20,22361.4002,15402.2065
2014-2-21,22361.4002,15402.2065
2014-2-24,22361.4002,15402.2065
2014-2-25,22361.4002,15402.2065
2014-2-26,22361.4002,15402.2065
2014-2-27,22361.4002,15402.2065
2014-2-28,22361.4002,15402.2065
2014-3-3,22361.4002,15402.2065
2014-3-4,22361.4002,15402.2065
2014-3-5,22361.4002,15402.2065
2014-3-6,22361.4002,15402.2065
2014-3-7,22361.4126,15402.2065
2014-3-10,22361.4126,15402.2065
2014-3-11,22361.4126,15402.2065
2014-3-12,22361.4126,15402.2065
2014-3-13,22361.4126,15402.2065
2014-3-14,22361.4126,15402.2065
2014-3-17,22361.4126,15402.2065
2014-3-18,22361.4126,15402.2065
2014-3-19,22361.4126,15402.2065
2014-3-20,22361.4126,15402.2065
2014-3-21,22361.4126,15402.2065
2014-3-24,22361.4126,15402.2065
2014-3-25,22361.4126,15402.2065
2014-3-26,22361.4126,15402.2065
2014-3-27,22361.4126,15402.2065
2014-3-28,22361.4126,15402.2065
2014-3-31,22361.4126,15401.0884
2014-4-1,22361.4126,15401.0884
2014-4-2,22363.7141,15403.3899
2014-4-3,22363.7254,15403.4011
2014-4-4,22363.7254,15403.4011
2014-4-8,22363.7254,15403.824
2014-4-9,22363.7254,15403.824
2014-4-10,22363.7254,15403.824
2014-4-11,22363.7254,15403.824
2014-4-14,22363.7254,15403.824
2014-4-15,22363.7254,15403.281
2014-4-16,22363.7254,15403.281
2014-4-17,22363.7254,15403.281
2014-4-18,22363.7254,15403.281
2014-4-21,22363.7254,15403.281
2014-4-22,22363.7254,15403.281
2014-4-23,22363.7254,15403.281
2014-4-24,22363.7254,15403.281
2014-4-25,22363.7254,15403.281
2014-4-28,22363.7254,15403.281
2014-4-29,22363.7254,15403.281
2014-4-30,22363.7254,15403.281
2014-5-5,22363.7254,15403.281
2014-5-6,22363.7254,15403.281
2014-5-7,22363.7254,15403.281
2014-5-8,22363.7254,15403.281
2014-5-9,22363.7254,15403.281
2014-5-12,22363.7254,15403.281
2014-5-13,22363.7254,15403.281
2014-5-14,22363.7254,15403.281
2014-5-15,22363.7254,15403.281
2014-5-16,22363.7254,15403.281
2014-5-19,22363.7254,15403.281
2014-5-20,22363.7254,15403.281
2014-5-21,22363.7254,15403.281
2014-5-22,22399.4153,15438.971
2014-5-23,22399.4153,15457.183
2014-5-26,22399.4153,15457.183
2014-5-27,22399.4154,15457.1831
2014-5-28,22399.4154,15457.1831
2014-5-29,22399.4155,15468.6534
2014-5-30,22399.4155,15468.6534
2014-6-3,22399.4155,15468.6534
2014-6-4,22399.4155,15468.6534
2014-6-5,22399.4155,15468.6534
2014-6-6,22399.4155,15468.6534
2014-6-9,22399.416,15468.6534
2014-6-10,22399.416,15468.6534
2014-6-11,22399.416,15468.6534
2014-6-12,22418.4575,15468.6534
2014-6-13,22418.4938,15468.6898
2014-6-16,22433.8841,15300.2452
2014-6-17,22433.8841,15300.2452
2014-6-18,22435.0701,15301.4311
2014-6-19,22435.0701,15301.4311
2014-6-20,22435.0706,15301.4312
2014-6-23,22435.0706,15301.4312
2014-6-24,22435.0712,15301.4312
2014-6-25,22492.8421,15359.2021
2014-6-26,22492.8421,15359.2021
2014-6-27,22492.8421,15359.2021
2014-6-30,22492.8421,15359.2021
2014-7-1,22492.8421,15359.2021
2014-7-2,22492.8421,15359.2021
2014-7-3,22492.9587,15359.3187
2014-7-4,22492.9587,15367.2957
2014-7-7,22492.9587,15367.2957
2014-7-8,22492.9587,15367.2957
2014-7-9,22492.9587,15367.2957
2014-7-10,22492.9587,15367.2957
2014-7-11,22492.9587,15367.2957
2014-7-14,22492.9587,15367.2957
2014-7-15,22492.9587,15367.2957
2014-7-16,22492.9587,15377.5103
2014-7-17,22510.559,15395.1106
2014-7-18,22510.559,15395.1106
2014-7-21,22510.559,15395.1106
2014-7-22,22510.559,15395.1106
2014-7-23,22510.559,15395.1106
2014-7-24,22510.559,15395.1106
2014-7-25,22510.559,15395.1106
2014-7-28,22510.559,15395.1106
2014-7-29,22510.559,15395.1106
2014-7-30,22510.559,15395.1106
2014-7-31,22510.559,15395.1106
2014-8-1,22510.559,15395.1106
2014-8-4,22510.559,15395.1106
2014-8-5,22510.559,15395.1106
2014-8-6,22510.559,15395.1106
2014-8-7,22510.559,15395.1106
2014-8-8,22510.559,15395.1106
2014-8-11,22510.559,15395.1106
2014-8-12,22510.559,15416.4316
2014-8-13,22510.559,15416.4316
2014-8-14,22510.559,15416.4316
2014-8-15,22510.559,15416.4316
2014-8-18,22510.559,15416.4316
2014-8-19,22510.5591,15416.4316
2014-8-20,22510.5591,15416.4316
2014-8-21,22510.5591,15416.4316
2014-8-22,22510.5591,15416.4316
2014-8-25,22510.5591,15417.1738
2014-8-26,22510.5591,15417.1738
2014-8-27,22510.5591,15417.1738
2014-8-28,22510.5591,15417.1738
2014-8-29,22510.5591,15417.1738
2014-9-1,22510.5591,15417.1738
2014-9-2,22510.5591,15417.1738
2014-9-3,22510.5591,15417.1738
2014-9-4,22510.5591,15417.1738
2014-9-5,22510.5596,15417.1744
2014-9-9,22510.5596,15417.1744
2014-9-10,22510.5596,15417.1744
2014-9-11,22510.5596,15417.3739
2014-9-12,22510.5596,15417.3739
2014-9-15,22510.5596,15417.3739
2014-9-16,22510.5596,15417.3739
2014-9-17,22510.756,15417.5703
2014-9-18,22510.7564,15417.5707
2014-9-19,22510.7564,15417.5707
2014-9-22,22510.7564,15417.5707
2014-9-23,22510.7564,15417.5707
2014-9-24,22510.7564,15417.5707
2014-9-25,22510.7564,15417.5707
2014-9-26,22510.7564,15417.5707
2014-9-29,22510.7564,15497.5966
2014-9-30,22510.7564,15497.5966
2014-10-8,22510.7564,15497.5966
2014-10-9,22513.5321,15498.6659
2014-10-10,22513.5326,15499.6706
2014-10-13,22513.5326,15499.6706
2014-10-14,22513.5326,15499.6706
2014-10-15,22513.5326,15499.6706
2014-10-16,22513.5326,15499.6706
2014-10-17,22513.5326,15499.6706
2014-10-20,22513.5326,15499.6706
2014-10-21,22513.5326,15499.6706
2014-10-22,22513.5326,15499.6706
2014-10-23,22513.5326,15499.6706
2014-10-24,22513.5326,15499.6706
2014-10-27,22513.5326,15499.6706
2014-10-28,22513.5326,15499.6706
2014-10-29,22513.5326,15499.6706
2014-10-30,22513.5326,15499.6706
2014-10-31,22513.5326,15499.6706
2014-11-3,22513.5326,15499.6706
2014-11-4,22513.5326,15499.6706
2014-11-5,22513.5326,15499.6706
2014-11-6,22513.5326,15499.6706
2014-11-7,22513.5326,15499.6706
2014-11-10,22513.5326,15499.6706
2014-11-11,22513.5326,15499.6706
2014-11-12,22513.5326,15499.6706
2014-11-13,22513.5326,15499.6706
2014-11-14,22517.1826,15499.6706
2014-11-17,22517.1826,15499.6706
2014-11-18,22517.1826,15504.9256
2014-11-19,22517.1826,15504.9256
2014-11-20,22517.1826,15504.9256
2014-11-21,22517.1826,15504.9256
2014-11-24,22517.1826,15504.9256
2014-11-25,22517.1826,15504.9256
2014-11-26,22517.1826,15504.9256
2014-11-27,22517.1826,15504.9256
2014-11-28,22517.2138,15504.9568
2014-12-1,22517.2138,15504.9568
2014-12-2,22517.2138,15507.002
2014-12-3,22527.3405,15507.002
2014-12-4,22527.3405,15507.002
2014-12-5,22527.3418,15507.002
2014-12-8,22527.3418,15507.002
2014-12-9,22533.2824,15512.9426
2014-12-10,22533.2824,15512.9426
2014-12-11,22533.2824,15512.9426
2014-12-12,22533.2824,15512.9426
2014-12-15,22533.2824,15852.6936
2014-12-16,22533.2754,15852.6936
2014-12-17,22533.2754,15852.6936
2014-12-18,22533.2754,15852.6936
2014-12-19,22533.2754,15852.6936
2014-12-22,22533.2754,15852.6936
2014-12-23,22533.2754,15852.6936
2014-12-24,22545.4509,15852.6936
2014-12-25,22545.4509,15852.6936
2014-12-26,22545.4509,15852.6949
2014-12-29,22549.1265,15852.6949
2014-12-30,22549.1265,15852.6949
2014-12-31,22550.261,15856.3165
2015-1-5,22550.261,15856.3165
2015-1-6,22650.8378,15874.9835
2015-1-7,22670.6605,15894.8061
2015-1-8,22670.6605,15894.8061
2015-1-9,22670.6605,15894.8061
2015-1-12,22670.6605,15894.8061
2015-1-13,22673.14,15897.2856
2015-1-14,22673.14,15897.2856
2015-1-15,22673.14,15897.2856
2015-1-16,22673.14,15897.2856
2015-1-19,22673.14,15897.2856
2015-1-20,22673.14,15897.2856
2015-1-21,22673.14,15897.2856
2015-1-22,22673.3958,15897.2856
2015-1-23,22673.3958,15897.2856
2015-1-26,22673.3958,15897.2856
2015-1-27,22673.3958,15897.2856
2015-1-28,22673.3958,15897.2856
2015-1-29,22673.3958,15897.2856
2015-1-30,22673.3958,15897.2856
2015-2-2,22673.3958,15897.2856
2015-2-3,22673.3958,15897.2856
2015-2-4,22690.5694,15898.0606
2015-2-5,22701.0708,15908.562
2015-2-6,22714.2264,15921.7111
2015-2-9,22714.2667,15921.7514
2015-2-10,22714.2667,15921.7514
2015-2-11,22714.2667,15921.7514
2015-2-12,22714.2667,15921.7491
2015-2-13,22731.6734,15939.1559
2015-2-16,22747.6447,15955.1272
2015-2-17,22747.6447,15955.1272
2015-2-25,22747.6447,15955.1272
2015-2-26,22747.6447,15955.1272
2015-2-27,22747.6447,15955.1272
2015-3-2,22755.9199,15955.1272
2015-3-3,22755.9638,15955.1272
2015-3-4,22775.3891,15955.1274
2015-3-5,22775.3891,15955.1274
2015-3-6,22775.3891,15955.1274
2015-3-9,22775.3891,15955.1274
2015-3-10,22796.132,15955.1274
2015-3-11,22796.132,15955.1274
2015-3-12,22796.132,15955.1274
2015-3-13,22796.132,15955.1274
2015-3-16,22796.132,15955.1274
2015-3-17,22796.132,15955.1274
2015-3-18,22796.132,15955.1274
2015-3-19,22796.132,15955.1274
2015-3-20,22796.132,15955.1274
2015-3-23,22796.132,15955.1274
2015-3-24,22796.132,15955.1274
2015-3-25,22796.132,15955.1274
2015-3-26,22796.132,15955.1274
2015-3-27,22796.132,15955.1274
2015-3-30,22796.132,15955.1274
2015-3-31,22796.132,15955.1274
2015-4-1,22796.132,15955.1274
2015-4-2,22796.1324,15955.1279
2015-4-3,22796.1324,15955.1279
2015-4-7,22796.1324,15955.1279
2015-4-8,22796.1324,15955.1279
2015-4-9,22796.1324,15955.1298
2015-4-10,22796.1324,15955.1298
2015-4-13,22818.9822,15955.1298
2015-4-14,22818.9822,15955.1298
2015-4-15,22818.9822,15955.1298
2015-4-16,22818.9822,15955.1298
2015-4-17,22818.9822,15955.1298
2015-4-20,22818.9822,15955.1298
2015-4-21,22818.9822,15955.1298
2015-4-22,22818.9822,15955.1298
2015-4-23,22818.9822,15955.1298
2015-4-24,22818.9822,15955.1298
2015-4-27,22818.9822,15955.1298
2015-4-28,22818.9822,15955.1298
2015-4-29,22818.9822,15955.1298
2015-4-30,22818.9822,15955.1298
2015-5-4,22818.9822,15955.1298
2015-5-5,22818.9822,15955.1298
2015-5-6,22818.9827,15955.1303
2015-5-7,22818.9827,15955.1277
2015-5-8,22818.9827,15955.1277
2015-5-11,22818.9827,15967.2379
2015-5-12,22818.9827,15967.2379
2015-5-13,22818.9827,15967.2379
2015-5-14,22818.9827,15967.2379
2015-5-15,22818.9827,15967.2379
2015-5-18,22818.9827,15977.7193
2015-5-19,22818.9827,15977.7193
2015-5-20,22696.3849,15826.3418
2015-5-21,22702.373,15890.0425
2015-5-22,22702.373,15890.0425
2015-5-25,22702.373,15890.0425
2015-5-26,22702.373,15890.0425
2015-5-27,22725.8436,15913.5131
2015-5-28,22725.8263,16109.7124
2015-5-29,22725.8263,16122.0344
2015-6-1,22837.2132,16256.1097
2015-6-2,22837.2132,16256.1097
2015-6-3,22837.5217,16256.4182
2015-6-4,22837.5217,16256.4182
2015-6-5,22841.7226,16260.6032
2015-6-8,22841.7226,16260.6032
2015-6-9,22841.7226,16260.6032
2015-6-10,22841.7226,16260.6032
2015-6-11,22841.7226,16260.6032
2015-6-12,22841.7226,16260.6032
2015-6-15,23068.3768,19638.6507
2015-6-16,23068.3768,19662.2353
2015-6-17,23068.5659,19662.4244
2015-6-18,23068.5659,19662.4244
2015-6-19,23068.5659,19662.4244
2015-6-23,23068.5659,19662.4244
2015-6-24,23121.1122,19675.0521
2015-6-25,23121.3054,19675.0521
2015-6-26,23144.093,19697.2898
2015-6-29,23144.093,19697.2898
2015-6-30,23144.093,19697.2898
2015-7-1,23144.093,19697.2898
2015-7-2,23144.093,19697.2898
2015-7-3,23174.1799,19697.2898
2015-7-6,23174.1799,19697.2898
2015-7-7,23174.1799,19697.2898
2015-7-8,23191.9891,19715.0991
2015-7-9,23191.9891,19715.0991
2015-7-10,23191.9891,19715.0991
2015-7-13,23191.9891,19715.0991
2015-7-14,23191.9891,19715.0991
2015-7-15,23191.9891,19715.0991
2015-7-16,23207.4332,19761.0044
2015-7-17,23229.6955,19783.2667
2015-7-20,23242.1155,19795.6867
2015-7-21,23242.1155,19795.6867
2015-7-22,23242.1155,19795.6867
2015-7-23,23242.1155,19795.6867
2015-7-24,23242.1155,19795.6867
2015-7-27,23333.5167,19887.0879
2015-7-28,23333.5167,19887.0879
2015-7-29,23333.5167,19887.0879
2015-7-30,23333.5167,19887.0879
2015-7-31,23333.5167,19887.0879
2015-8-3,23333.5686,19887.0879
2015-8-4,23333.5686,19887.0879
2015-8-5,23333.576,19887.397
2015-8-6,23333.576,19887.397
2015-8-7,23333.2801,19887.397
2015-8-10,23333.2801,19887.397
2015-8-11,23333.2801,19887.397
2015-8-12,23333.2801,19887.397
2015-8-13,23333.2801,19887.397
2015-8-14,23333.2801,19887.397
2015-8-17,23333.2801,19887.397
2015-8-18,23333.2801,19887.397
2015-8-19,23333.2801,19887.397
2015-8-20,23333.2801,19887.397
2015-8-21,23333.2801,19887.397
2015-8-24,23333.2801,19887.397
2015-8-25,23333.2801,19887.397
2015-8-26,23333.2801,19887.397
2015-8-27,23333.2801,19887.397
2015-8-28,23333.2801,19887.397
2015-8-31,23333.2801,19887.397
2015-9-1,23333.2801,19887.397
2015-9-2,23333.2801,19887.397
2015-9-7,23333.2801,19887.397
2015-9-8,23333.2801,19887.397
2015-9-9,23333.2801,19887.397
2015-9-10,23333.2801,19887.397
2015-9-11,23333.2801,19887.397
2015-9-14,23333.2801,19887.397
2015-9-15,23333.2801,19887.397
2015-9-16,23333.2801,19887.397
2015-9-17,23333.2801,19887.397
2015-9-18,23333.2801,19887.397
2015-9-21,23333.2801,19887.397
2015-9-22,23333.307,19887.4226
2015-9-23,23333.307,19887.4226
2015-9-24,23333.307,19887.4226
2015-9-25,23333.307,19887.4226
2015-9-28,23333.307,19887.4226
2015-9-29,23333.307,19887.4226
2015-9-30,23333.307,19887.4226
2015-10-8,23333.3138,19887.4226
2015-10-9,23333.3138,19887.4226
2015-10-12,23333.3138,19887.4226
2015-10-13,23333.3138,19887.4226
2015-10-14,23333.3138,19887.4226
2015-10-15,23333.3138,19887.4226
2015-10-16,23333.3138,19887.4226
2015-10-19,23333.3138,19887.4226
2015-10-20,23333.3138,19887.4226
2015-10-21,23333.3138,19887.4226
2015-10-22,23333.3138,19887.4226
2015-10-23,23333.3138,19887.4226
2015-10-26,23333.3138,19887.4226
2015-10-27,23333.3138,19887.4226
2015-10-28,23333.3138,19887.4226
2015-10-29,23333.3138,19887.4226
2015-10-30,23333.3138,19887.4226
2015-11-2,23333.3138,19887.4226
2015-11-3,23333.3138,19887.4226
2015-11-4,23333.3138,19887.4226
2015-11-5,23333.3138,19886.7831
2015-11-6,23333.3138,19886.7831
2015-11-9,23333.3138,19886.7831
2015-11-10,23333.3138,19886.7831
2015-11-11,23333.3138,19886.7831
2015-11-12,23333.3138,19886.7831
2015-11-13,23333.3138,19886.7831
2015-11-16,23333.3058,19886.7831
2015-11-17,23333.3058,19886.7831
2015-11-18,23333.3058,19886.7831
2015-11-19,23333.3058,19886.7831
2015-11-20,23333.3058,19886.7831
2015-11-23,23341.1058,19886.7831
2015-11-24,23341.1058,19886.7831
2015-11-25,23341.1058,19886.7831
2015-11-26,23341.1058,19886.7831
2015-11-27,23341.1058,19886.7831
2015-11-30,23341.1058,19886.7831
2015-12-1,23341.1058,19886.7831
2015-12-2,23341.1058,19886.7831
2015-12-3,23341.115,19886.7831
2015-12-4,23341.115,19886.7831
2015-12-7,23341.115,19886.7831
2015-12-8,23341.115,19886.7831
2015-12-9,23341.115,19886.7831
2015-12-10,23341.115,19886.7831
2015-12-11,23341.115,19886.7831
2015-12-14,23341.115,20269.4938
2015-12-15,23341.115,20269.4938
2015-12-16,23341.115,20269.4938
2015-12-17,23341.115,20269.4938
2015-12-18,23341.115,20269.4938
2015-12-21,23341.115,20269.4938
2015-12-22,23341.115,20269.4938
2015-12-23,23341.1052,20269.4938
2015-12-24,23341.1052,20269.4938
2015-12-25,23341.1052,20269.4938
2015-12-28,23341.1052,20269.4938
2015-12-29,23341.1052,20269.4938
2015-12-30,23341.1052,20269.4938
2015-12-31,23341.1052,20269.4938
2016-1-4,23341.1052,20269.4938
2016-1-5,23341.1161,20269.4938
2016-1-6,23341.1161,20269.4938
2016-1-7,23341.1161,20269.4938
2016-1-8,23341.1308,20269.5085
2016-1-11,23341.1308,20269.5085
2016-1-12,23341.1308,20269.5085
2016-1-13,23341.1308,20269.5085
2016-1-14,23341.1308,20269.5085
2016-1-15,23341.006,20269.5085
2016-1-18,23341.006,20269.5085
2016-1-19,23341.006,20269.5085
2016-1-20,23341.006,20269.5085
2016-1-21,23341.006,20269.5085
2016-1-22,23362.4807,20290.9832
2016-1-25,23362.4807,20290.9832
2016-1-26,23362.4807,20290.9832
2016-1-27,23362.4807,20290.9832
2016-1-28,23362.4807,20290.9832
2016-1-29,23362.4807,20290.9832
2016-2-1,23362.4807,20290.9832
2016-2-2,23362.4807,20290.9832
2016-2-3,23362.4807,20290.9832
2016-2-4,23362.4807,20290.9832
2016-2-5,23362.4807,20290.9832
2016-2-15,23362.4807,20290.9832
2016-2-16,23362.4807,20290.9832
2016-2-17,23362.4807,20290.9832
2016-2-18,23362.4807,20290.9832
2016-2-19,23362.4807,20290.9832
2016-2-22,23362.4807,20290.9832
2016-2-23,23362.4807,20290.9832
2016-2-24,23362.4807,20290.9832
2016-2-25,23362.4807,20290.9832
2016-2-26,23362.4807,20290.9832
2016-2-29,23362.4807,20290.9832
2016-3-1,23362.4807,20290.9832
2016-3-2,23362.4807,20290.9832
2016-3-3,23362.4807,20290.9832
2016-3-4,23362.4807,20290.9832
2016-3-7,23362.4807,20290.9832
2016-3-8,23362.4807,20290.9832
2016-3-9,23362.4807,20290.9832
2016-3-10,23362.4807,20290.9832
2016-3-11,23362.4807,20290.9832
2016-3-14,23362.4807,20290.9832
2016-3-15,23362.4807,20290.9832
2016-3-16,23362.4807,20290.9832
2016-3-17,23362.4807,20290.9832
2016-3-18,23362.4807,20290.9832
2016-3-21,23362.4807,20290.9832
2016-3-22,23372.4758,20300.9783
2016-3-23,23372.4758,20300.9783
2016-3-24,23372.4758,20300.9783
2016-3-25,23372.4758,20300.9783
2016-3-28,23372.4925,20300.9783
2016-3-29,23372.4925,20300.9783
2016-3-30,23372.4925,20300.9783
2016-3-31,23372.4925,20300.9783
2016-4-1,23372.4925,20300.9783
2016-4-5,23372.4927,20300.9783
2016-4-6,23372.4927,20300.9783
2016-4-7,23372.4927,20300.9783
2016-4-8,23372.4927,20300.9783
2016-4-11,23372.4927,20300.9783
2016-4-12,23372.4927,20300.9783
2016-4-13,23372.4927,20300.9783
2016-4-14,23372.4927,20300.9783
2016-4-15,23427.4927,20300.9783
2016-4-18,23427.4927,20300.9783
2016-4-19,23427.4927,20300.9783
2016-4-20,23427.4927,20300.9783
2016-4-21,23427.4927,20300.9783
2016-4-22,23427.4927,20300.9783
2016-4-25,23427.4927,20300.9783
2016-4-26,23427.4927,20300.9783
2016-4-27,23427.4927,20300.9783
2016-4-28,23427.4927,20301.1752
2016-4-29,23427.4927,20301.1752
2016-5-3,23427.4927,20301.1752
2016-5-4,23427.4927,20301.1752
2016-5-5,23427.4927,20301.1752
2016-5-6,23448.8297,20301.1752
2016-5-9,23448.8297,20301.1752
2016-5-10,23448.8297,20301.1752
2016-5-11,23448.8297,20301.1752
2016-5-12,23448.8297,20301.1752
2016-5-13,23448.8297,20301.1752
2016-5-16,23448.8297,20301.1752
2016-5-17,23448.8297,20301.1752
2016-5-18,23448.8297,20301.1752
2016-5-19,23448.8297,20301.1752
2016-5-20,23448.8297,20301.1752
2016-5-23,23448.8297,20301.1752
2016-5-24,23448.8297,20301.1752
2016-5-25,23448.8238,20301.1752
2016-5-26,23448.8238,20301.1752
2016-5-27,23448.8238,20301.1752
2016-5-30,23448.8238,20301.1752
2016-5-31,23448.8238,20301.1752
2016-6-1,23448.8238,20301.1752
2016-6-2,23448.8238,20301.1752
2016-6-3,23448.8238,20301.1752
2016-6-6,23448.8238,20301.1752
2016-6-7,23448.8238,20301.1752
2016-6-8,23448.8238,20301.1752
2016-6-13,23331.9147,20248.1027
2016-6-14,23331.9147,20248.1027
2016-6-15,23331.9147,20248.1027
2016-6-16,23360.532,20248.1027
2016-6-17,23360.532,20248.1027
2016-6-20,23360.532,20248.1027
2016-6-21,23360.532,20248.1027
2016-6-22,23360.532,20248.1027
2016-6-23,23380.185,20267.7557
2016-6-24,23391.174,20278.7447
2016-6-27,23391.174,20278.7447
2016-6-28,23391.174,20278.7447
2016-6-29,23391.174,20284.0458
2016-6-30,23391.174,20284.0458
2016-7-1,23391.174,20284.0458
2016-7-4,23391.174,20284.0458
2016-7-5,23391.174,20284.0458
2016-7-6,23391.174,20284.0458
2016-7-7,23391.174,20284.0458
2016-7-8,23391.174,20292.7458
2016-7-11,23416.5185,20318.0902
2016-7-12,23416.5185,20318.0902
2016-7-13,23416.5185,20318.0902
2016-7-14,23416.5185,20318.0902
2016-7-15,23416.5185,20318.0902
2016-7-18,23416.5185,20318.0902
2016-7-19,23416.5185,20318.0902
2016-7-20,23416.5185,20318.0902
2016-7-21,23416.5185,20318.0902
2016-7-22,23416.5185,20318.0902
2016-7-25,23416.5185,20318.0902
2016-7-26,23416.5185,20318.0902
2016-7-27,23416.5185,20318.0902
2016-7-28,23416.5185,20318.0902
2016-7-29,23416.5405,20318.1122
2016-8-1,23416.5405,20318.1122
2016-8-2,23416.5405,20318.1122
2016-8-3,23416.5405,20318.7493
2016-8-4,23416.5405,20318.7493
2016-8-5,23416.5405,20318.7493
2016-8-8,23416.5405,20318.7493
2016-8-9,23416.5405,20318.7493
2016-8-10,23416.5405,20318.7493
2016-8-11,23416.5405,20318.7493
2016-8-12,23416.5405,20318.7493
2016-8-15,23416.5405,20318.7493
2016-8-16,23416.5405,20318.7493
2016-8-17,23416.5405,20318.7493
2016-8-18,23416.5405,20325.5493
2016-8-19,23416.5405,20325.5493
2016-8-22,23416.5405,20325.5493
2016-8-23,23416.5405,20325.5493
2016-8-24,23416.5405,20325.5493
2016-8-25,23416.5405,20325.5493
2016-8-26,23416.5405,20325.5493
2016-8-29,23416.5405,20325.5493
2016-8-30,23416.5405,20325.5493
2016-8-31,23416.7789,20325.5493
2016-9-1,23416.7789,20331.6178
2016-9-2,23416.7789,20331.6178
2016-9-5,23416.7789,20331.6178
2016-9-6,23416.7789,20331.6178
2016-9-7,23416.7789,20331.6178
2016-9-8,23416.7789,20331.6178
2016-9-9,23416.7789,20331.6178
2016-9-12,23416.7789,20331.6178
2016-9-13,23416.7789,20331.6178
2016-9-14,23416.7789,20331.6178
2016-9-19,23416.7789,20331.8586
2016-9-20,23416.7789,20331.8586
2016-9-21,23416.7789,20331.8586
2016-9-22,23416.7789,20331.8586
2016-9-23,23416.7789,20331.8586
2016-9-26,23416.7789,20331.8586
2016-9-27,23416.7789,20331.8586
2016-9-28,23416.7789,20331.8586
2016-9-29,23416.7789,20331.8586
2016-9-30,23416.7789,20331.8586
2016-10-10,23416.7789,20340.7715
2016-10-11,23416.7658,20340.7715
2016-10-12,23416.7658,20340.7715
2016-10-13,23416.7658,20340.7715
2016-10-14,23416.7658,20340.7715
2016-10-17,23416.7658,20340.7715
2016-10-18,23416.7658,20340.7715
2016-10-19,23416.7658,20340.7715
2016-10-20,23416.7658,20340.7715
2016-10-21,23416.7658,20340.7715
2016-10-24,23416.7658,20340.7715
2016-10-25,23416.7658,20340.7715
2016-10-26,23416.7658,20340.7715
2016-10-27,23416.7658,20340.7715
2016-10-28,23416.7658,20340.7715
2016-10-31,23416.7658,20340.7715
2016-11-1,23416.7658,20340.7715
2016-11-2,23416.7658,20340.7715
2016-11-3,23416.7658,20340.7715
2016-11-4,23416.7658,20340.7715
2016-11-7,23416.7658,20340.7715
2016-11-8,23416.6077,20340.7715
2016-11-9,23416.6077,20340.7715
2016-11-10,23416.6077,20340.7715
2016-11-11,23416.6077,20340.7715
2016-11-14,23416.6077,20340.7715
2016-11-15,23416.6077,20340.7715
2016-11-16,23416.6077,20340.7715
2016-11-17,23416.6077,20340.7715
2016-11-18,23416.6077,20340.7715
2016-11-21,23416.6077,20340.7715
2016-11-22,23416.6077,20340.7715
2016-11-23,23416.6077,20340.7715
2016-11-24,23416.6077,20340.7715
2016-11-25,23416.6077,20340.7715
2016-11-28,23416.6077,20340.7715
2016-11-29,23416.6077,20340.7715
2016-11-30,23416.6077,20340.7715
2016-12-1,23416.6077,20340.7715
2016-12-2,23416.6005,20340.7715
2016-12-5,23416.6005,20340.7715
2016-12-6,23416.6005,20340.7715
2016-12-7,23416.6005,20340.7715
2016-12-8,23416.6005,20340.7715
2016-12-9,23416.6005,20340.7715
2016-12-12,23416.6005,19631.9877
2016-12-13,23416.6005,19631.9877
2016-12-14,23416.6005,19631.9877
2016-12-15,23416.6005,19631.9877
2016-12-16,23416.6005,19631.9877
2016-12-19,23416.6005,19631.9877
2016-12-20,23416.6005,19631.9877
2016-12-21,23416.6005,19631.9877
2016-12-22,23416.6005,19631.9877
2016-12-23,23416.6005,19631.9877
2016-12-26,23416.6005,19631.9877
2016-12-27,23416.6005,19631.9877
2016-12-28,23416.6005,19631.9877
2016-12-29,23416.6005,19631.9877
2016-12-30,23416.6005,19631.9877
2017-1-3,23416.6005,19631.9877
2017-1-4,23416.6005,19631.9877
2017-1-5,23416.6005,19631.9877
2017-1-6,23416.6005,19631.9877
2017-1-9,23416.6005,19632.1397
2017-1-10,23416.6005,19632.1397
2017-1-11,23432.7367,19632.1397
2017-1-12,23432.7367,19632.1397
2017-1-13,23432.7367,19632.1397
2017-1-16,23432.7367,19632.1397
2017-1-17,23432.7367,19632.1397
2017-1-18,23432.7367,19632.1397
2017-1-19,23446.8377,19646.2408
2017-1-20,23446.8377,19646.2408
2017-1-23,23453.4167,19652.8197
2017-1-24,23453.4167,19652.8197
2017-1-25,23453.4167,19652.8197
2017-1-26,23453.4167,19652.8197
2017-2-3,23453.4167,19652.8197
